case,batch_id,timestamp,t_pct,phase,temp_C,pressure_bar,pH,agitator_rpm,feed_A_Lph,feed_B_Lph
A,A_B001,2026-01-15T08:34:57.521198,13.66906474820144,HeatUp,27.06459237019619,1.0784162950521923,5.679252462664196,159.73246590351653,20.393063971482142,15.188120062288853
A,A_B001,2026-01-15T08:43:06.864419,14.388489208633093,HeatUp,26.04916682135885,1.0858982479634451,5.740892941230657,159.6534234084246,19.897487270076457,13.978286562013752
A,A_B001,2026-01-15T08:51:16.207640,15.107913669064747,HeatUp,26.648298618455325,1.1087674595285093,5.76135418785325,153.0922331957135,20.66862624900869,14.196662703716454
A,A_B001,2026-01-15T08:59:25.550861,15.827338129496402,HeatUp,25.84839561159952,1.1097713958012176,5.711822596078147,162.57147682972425,21.858725567683763,15.453009327276783
A,A_B001,2026-01-15T09:07:34.894082,16.546762589928058,HeatUp,26.978778132064324,1.1031545518787647,5.775719453797267,159.26255821532396,20.446858842362097,15.111400311248124
A,A_B001,2026-01-15T09:15:44.237303,17.26618705035971,HeatUp,27.96408389555632,1.1078688411562614,5.770097211548135,168.69651116834658,20.55106245011741,14.900748532244165
A,A_B001,2026-01-15T09:23:53.580524,17.985611510791365,HeatUp,27.453406009850855,1.127697983997086,5.793778040331217,169.00490166221098,20.121649831513178,15.024970585173765
A,A_B001,2026-01-15T09:32:02.923745,18.70503597122302,HeatUp,29.214212905562963,1.1018617931597254,5.837909477623192,165.28139501450778,19.923026318791738,15.225846494577219
A,A_B001,2026-01-15T09:40:12.266966,19.424460431654676,HeatUp,29.015938020062304,1.120917952138323,5.785994275316814,168.4680036352167,21.183338385731,14.697561919962475
A,A_B001,2026-01-15T09:48:21.610186,20.14388489208633,HeatUp,29.891857881353065,1.1114244659441765,5.783522161897208,167.74778060006156,20.097101243545676,14.559423401353152
A,A_B001,2026-01-15T09:56:30.953407,20.863309352517984,HeatUp,30.321039820329204,1.1127041721728443,5.792616196423765,173.17216479639774,20.85131074206403,15.149924834119707
A,A_B001,2026-01-15T10:04:40.296628,21.58273381294964,HeatUp,33.01207710204607,1.1337261586724592,5.808338630100541,178.65728084536636,20.58273814091365,14.452604110110423
A,A_B001,2026-01-15T10:12:49.639849,22.302158273381295,HeatUp,32.29989843542029,1.1306613429914485,5.844304377138759,172.28174785254384,21.379610000616545,15.293186377146377
A,A_B001,2026-01-15T10:20:58.983070,23.02158273381295,HeatUp,32.2991359752173,1.1312766946983546,5.8708939439650125,179.60144187554656,21.416623882907125,14.03691029504411
A,A_B001,2026-01-15T10:29:08.326291,23.741007194244602,HeatUp,34.69326237339885,1.139206923205853,5.883179674220807,176.79607411695193,22.059586767465174,15.688044996179823
A,A_B001,2026-01-15T10:37:17.669512,24.460431654676256,HeatUp,34.00443671873806,1.1202461031716633,5.914028595983366,177.04731871439276,21.137870097268056,15.368338608221277
A,A_B001,2026-01-15T10:45:27.012733,25.179856115107913,React,36.150138934460124,1.130221632311233,5.9039867833211215,181.06089382885585,21.47846930669823,15.25506115162816
A,A_B001,2026-01-15T10:53:36.355954,25.899280575539567,React,35.472761711168125,1.115154491117105,5.961569849144008,178.58542690864093,21.165051947385358,15.710478082351637
A,A_B001,2026-01-15T11:01:45.699175,26.61870503597122,React,37.08969034610334,1.1242423805924573,5.924308988951592,181.7150657593654,21.73142954303702,16.14267147119801
A,A_B001,2026-01-15T11:09:55.042396,27.33812949640288,React,39.473804307652664,1.1167552460635353,6.0279921948756865,180.30604975475006,22.507130159088494,15.778003377933922
A,A_B001,2026-01-15T11:18:04.385617,28.057553956834532,React,41.12076480012581,1.1192473255281927,5.979087551854785,194.08777434038623,22.98047961309935,14.094709832413116
A,A_B001,2026-01-15T11:26:13.728838,28.776978417266186,React,41.92681781452527,1.125564092513911,5.948267301429663,187.46347535410575,22.018026350919282,14.465602469672469
A,A_B001,2026-01-15T11:34:23.072059,29.49640287769784,React,42.99861707811112,1.102969495792241,5.955200509845177,185.57816138681227,23.488781329196144,14.897246514231735
A,A_B001,2026-01-15T11:42:32.415280,30.215827338129493,React,44.188135415472196,1.144999249635089,6.014779463795149,190.24762090535165,24.047042531521836,15.331674456070346
A,A_B001,2026-01-15T11:50:41.758501,30.93525179856115,React,44.61451563378429,1.0966617084874914,6.006170028703965,189.9159648151571,23.604842004730756,15.676007019308658
A,A_B001,2026-01-15T11:58:51.101722,31.654676258992804,React,46.61336466478847,1.091449365858649,6.046417272797097,190.41289741528712,24.843467266902856,14.985273243137915
A,A_B001,2026-01-15T12:07:00.444943,32.37410071942446,React,48.228627087355854,1.1247200504126063,6.0508429986749315,194.6418934624175,23.19677934031258,15.594391236797232
A,A_B001,2026-01-15T12:15:09.788164,33.093525179856115,React,50.858423060111484,1.1166902133749839,6.0456118626177675,196.0597342752949,23.06779707559626,15.097375460900576
A,A_B001,2026-01-15T12:23:19.131384,33.81294964028777,React,51.70196856326363,1.1114298242800094,6.033029299645826,191.7073212550581,22.883915251775292,15.25894995857904
A,A_B001,2026-01-15T12:31:28.474605,34.53237410071942,React,51.420291378582995,1.1085374445911722,6.023098875676802,192.27998740073883,25.353032294783752,14.864368647890197
A,A_B001,2026-01-15T12:39:37.817826,35.25179856115108,React,54.47305569980232,1.0957703146154552,6.064729713920431,194.1905142951124,24.9250281995622,15.244384172922024
A,A_B001,2026-01-15T12:47:47.161047,35.97122302158273,React,55.25801484395931,1.0791409263348797,6.112867703932233,186.7432858874254,24.571343529946528,15.08485625222182
A,A_B001,2026-01-15T12:55:56.504268,36.690647482014384,React,56.335705310834406,1.0901933600123357,6.1021234485854485,190.50255625536695,24.929544096798175,15.415513138360339
A,A_B001,2026-01-15T13:04:05.847489,37.41007194244604,React,58.62623450815809,1.0751734787981222,6.0663363200598015,202.59462971044084,24.04724540752479,16.745964316443494
A,A_B001,2026-01-15T13:12:15.190710,38.1294964028777,React,60.15957648651958,1.0960579871550762,6.116406781269741,204.22169008949103,26.62531744397764,15.664290299110524
A,A_B001,2026-01-15T13:20:24.533931,38.84892086330935,React,61.20594307269961,1.0751592578567686,6.129783704579162,197.11069961871124,25.057439729783255,17.940635682171234
A,A_B001,2026-01-15T13:28:33.877152,39.568345323741006,React,60.83440902760584,1.0607585355486722,6.098248498678078,200.8279493734991,25.07192038139189,16.79119293310611
A,A_B001,2026-01-15T13:36:43.220373,40.28776978417266,React,62.21305319599257,1.0639466579382857,6.13546226589062,200.13102061619273,25.505966779061367,16.74627978678504
A,A_B001,2026-01-15T13:44:52.563594,41.007194244604314,React,63.581642138872354,1.070447381488829,6.138249678978348,211.51488269456325,25.311409665512972,16.266046206631096
A,A_B001,2026-01-15T13:53:01.906815,41.72661870503597,React,64.84751265669829,1.0511522394600077,6.107455077041355,203.939712928676,25.082741240064706,17.351627934298357
A,A_B001,2026-01-15T14:01:11.250036,42.44604316546762,React,64.32208967179207,1.0425077239473544,6.157328198270016,199.16023793256187,24.29930492032627,16.74019756826207
A,A_B001,2026-01-15T14:09:20.593257,43.16546762589928,React,65.07794399020632,1.0536172231003604,6.16790006600207,196.00846332400164,25.08569497566195,17.315613046198564
A,A_B001,2026-01-15T14:17:29.936478,43.884892086330936,React,64.74112057833821,1.0486552292123665,6.1877034178430455,193.51161291854663,25.953992299147508,18.936786475572188
A,A_B001,2026-01-15T14:25:39.279699,44.60431654676259,React,64.94487613643415,1.0323035056776118,6.190636188948292,200.80597088068615,25.438923324408144,17.501636831259017
A,A_B001,2026-01-15T14:33:48.622920,45.32374100719424,React,66.70203406423386,1.0276874723373493,6.121198158191506,196.9693194797466,25.454590417666818,18.40619791397846
A,A_B001,2026-01-15T14:41:57.966141,46.0431654676259,React,67.1616288222084,1.0330081911119247,6.137615748233867,194.25619901555046,23.807658822331685,17.449456405822545
A,A_B001,2026-01-15T14:50:07.309361,46.76258992805755,React,65.9193857895947,1.0025202491868492,6.184159443400649,197.2573505874208,23.28525919953994,18.000956276959542
A,A_B001,2026-01-15T14:58:16.652582,47.482014388489205,React,66.5585202509652,0.9977941059267159,6.186834055689656,195.36392113661745,23.691235582934592,19.22933923038754
A,A_B001,2026-01-15T15:06:25.995803,48.20143884892086,React,65.7059354735251,1.0027553234541777,6.189355821804662,206.2333535135978,23.610986912009135,17.928371505618692
A,A_B001,2026-01-15T15:14:35.339024,48.92086330935251,React,64.44879744883411,1.0049285586542924,6.291758679625529,202.7544366518464,24.12454978468917,19.52098242063034
A,A_B001,2026-01-15T15:22:44.682245,49.64028776978417,React,64.6958332192388,1.007375548903516,6.195379793213403,198.88776234152917,21.95696884125904,18.976931523754455
A,A_B001,2026-01-15T15:30:54.025466,50.35971223021583,React,64.97976296278041,1.0194184078346973,6.214214905866538,204.48021067198385,23.994296892743666,18.321988866624242
A,A_B001,2026-01-15T15:39:03.368687,51.07913669064748,React,62.97220947725659,1.0047346284180603,6.210494821677252,198.4600689348568,22.59601701361181,19.13324542711366
A,A_B001,2026-01-15T15:47:12.711908,51.798561151079134,React,63.42192011793631,0.9840689352775847,6.202987711222355,194.24542808247233,22.1939860169521,19.41766151792743
A,A_B001,2026-01-15T15:55:22.055129,52.51798561151079,React,59.171026792970366,0.9808086943390953,6.175414819896882,203.2733175143166,21.57554932471683,19.272546365984294
A,A_B001,2026-01-15T16:03:31.398350,53.23741007194244,React,60.95818273713401,0.9607205452211238,6.208934913749492,198.77753619054207,20.92352499425654,18.006842577546728
A,A_B001,2026-01-15T16:11:40.741571,53.956834532374096,React,59.35159079887136,0.9701948609085539,6.164149290448285,191.86538732838613,22.46413198486264,18.545771393170515
A,A_B001,2026-01-15T16:19:50.084792,54.67625899280576,React,57.98187026370491,0.9609170734945739,6.1812811776036085,194.59752756847797,21.754464988925772,18.84975682615314
A,A_B001,2026-01-15T16:27:59.428013,55.39568345323741,React,57.201804469894846,0.9649331250968927,6.174767156363198,191.15363729309314,20.625551375651657,18.952752921714115
A,A_B001,2026-01-15T16:36:08.771234,56.115107913669064,React,54.424068541821676,0.9426108052009795,6.19262334573683,188.3755896720598,20.458171843798123,19.351902820819216
A,A_B001,2026-01-15T16:44:18.114455,56.83453237410072,React,54.712443571427315,0.9578282827856358,6.260347671916758,196.81640843522112,20.977142977444206,19.051377377930702
A,A_B001,2026-01-15T16:52:27.457676,57.55395683453237,React,54.04576628567075,0.968150053814188,6.135536360194746,199.90933462191487,22.23946300253795,18.09242022867029
A,A_B001,2026-01-15T17:00:36.800897,58.273381294964025,React,53.82110969672378,0.9387604900210798,6.212696819172176,185.79330339682159,20.759914599754907,19.054874523050515
A,A_B001,2026-01-15T17:08:46.144118,58.99280575539568,React,51.118088014361966,0.9417722661567896,6.144191962754842,192.71221367211857,19.77129687721602,19.111331426703742
A,A_B001,2026-01-15T17:16:55.487339,59.71223021582733,React,49.80268429961589,0.9415847143125862,6.178789716774543,186.88835343943683,20.54444750140942,18.98518275318065
A,A_B001,2026-01-15T17:25:04.830559,60.43165467625899,React,48.99463224835503,0.9208406994211527,6.225898845031898,186.5318436493609,20.42922442758178,19.1893710294908
A,A_B001,2026-01-15T17:33:14.173780,61.15107913669065,React,49.11082157897699,0.9259962686478556,6.195346802737853,185.06007886563654,18.646156179768827,18.92140556366599
A,A_B001,2026-01-15T17:41:23.517001,61.8705035971223,React,47.66516016602706,0.9187576948579171,6.161174770746168,182.88398401650005,20.419412014161264,18.566658729589232
A,A_B001,2026-01-15T17:49:32.860222,62.589928057553955,React,46.04766604918761,0.9161342370074287,6.172030581695097,185.4064452101998,20.22815953294862,18.110567928013523
A,A_B001,2026-01-15T17:57:42.203443,63.30935251798561,React,46.00068559037314,0.8993485616027382,6.2137450822657,180.72426430992684,20.817830230322915,17.01054413674823
A,A_B001,2026-01-15T18:05:51.546664,64.02877697841727,React,44.838428026525484,0.907767910706717,6.17118701465662,183.93010629517633,21.57301013845445,18.113821524451154
A,A_B001,2026-01-15T18:14:00.889885,64.74820143884892,React,44.76050611927604,0.911515958160523,6.1991918003617075,181.41329957234825,21.02247965006296,17.825604375315173
A,A_B001,2026-01-15T18:22:10.233106,65.46762589928058,Hold,42.704194631205816,0.9226548921647176,6.19350707236875,179.39147799781912,20.00701084430128,17.706395810477616
A,A_B001,2026-01-15T18:30:19.576327,66.18705035971223,Hold,42.33998096297806,0.9123210353670509,6.171854916186773,175.41839957704204,19.387559703698408,16.61882226064644
A,A_B001,2026-01-15T18:38:28.919548,66.90647482014388,Hold,41.680696361940335,0.9274824638971335,6.25478099557545,175.4126724909432,21.9352931101594,16.578002504302546
A,A_B001,2026-01-15T18:46:38.262769,67.62589928057554,Hold,40.271244815225955,0.8811413992465741,6.208308390585403,179.38353110039657,20.151536675427863,17.701918569026926
A,A_B001,2026-01-15T18:54:47.605990,68.34532374100719,Hold,41.18092876095206,0.9034226145003452,6.1271006560643,176.98036349561607,20.09975920156488,16.89248517934144
A,A_B001,2026-01-15T19:02:56.949211,69.06474820143885,Hold,40.70761953175285,0.8909981608760885,6.191712101492497,169.65516649148492,20.056327068068704,17.175167197200373
A,A_B001,2026-01-15T19:11:06.292432,69.7841726618705,Hold,40.10847387510248,0.9192336034984581,6.164187407182063,172.5268447487419,20.19790593794394,16.63809156662329
A,A_B001,2026-01-15T19:19:15.635653,70.50359712230215,Hold,39.57098378723913,0.8726327196789297,6.207151731688448,173.676124167218,19.946643638558314,16.499368256077002
A,A_B001,2026-01-15T19:27:24.978874,71.22302158273381,Hold,38.326851200381576,0.8707674352349312,6.154909861617703,162.51246759198204,19.63663553675383,16.911138956201462
A,A_B001,2026-01-15T19:35:34.322095,71.94244604316546,Hold,38.86673555800897,0.8732167242650378,6.17187209946299,169.86303869122682,19.64763376040828,15.911961454615918
A,A_B001,2026-01-15T19:43:43.665316,72.66187050359711,Hold,38.71406064897337,0.8494341722563025,6.186568674692724,163.52017237223097,20.001196640210427,16.159840518987878
A,A_B001,2026-01-15T19:51:53.008537,73.38129496402877,Hold,38.169466412522674,0.8727337893696581,6.19293104390247,166.9172751899755,19.638625472843156,15.71281243771466
A,A_B001,2026-01-15T20:00:02.351757,74.10071942446042,Hold,38.54056878958405,0.8688045176106878,6.125889273119154,160.03080152968346,19.515930865843508,15.625071744348492
A,A_B001,2026-01-15T20:08:11.694978,74.82014388489208,Hold,38.8835971009535,0.8822635690553347,6.146181111687565,154.299628739859,20.086147372708144,15.603485183266338
A,A_B001,2026-01-15T20:16:21.038199,75.53956834532374,Hold,39.98976488416038,0.8851952940894856,6.135657936774593,153.43229875480745,19.830558022055754,15.833062498547138
A,A_B001,2026-01-15T20:24:30.381420,76.2589928057554,Hold,38.567972898681646,0.9085178214897002,6.123383143858651,158.54775558151644,21.059779082065745,15.330763675112276
A,A_B001,2026-01-15T20:32:39.724641,76.97841726618705,Hold,38.60632135403359,0.8951823074144459,6.188448317440229,157.79854336610393,18.149687637059913,16.29692223048971
A,A_B001,2026-01-15T20:40:49.067862,77.6978417266187,Hold,38.334737597728655,0.8730663474084359,6.139625122289095,151.53957812912907,20.768157133451844,14.939111467968308
A,A_B001,2026-01-15T20:48:58.411083,78.41726618705036,Hold,36.873040256628016,0.8692792740371234,6.081219752123916,156.1030302162214,20.875379411623783,15.302788287301187
A,A_B001,2026-01-15T20:57:07.754304,79.13669064748201,Hold,38.41821462010659,0.891409397351345,6.1378459906459355,145.29069674355844,18.55098714129761,15.096374157972434
A,A_B001,2026-01-15T21:05:17.097525,79.85611510791367,Hold,38.53459486656425,0.8657391461640054,6.165063690292527,150.058555504246,19.761895181474497,16.17957722903224
A,A_B001,2026-01-15T21:13:26.440746,80.57553956834532,CoolDown,40.51777387529587,0.9147603900670427,6.123429242637126,145.15593520095018,19.74132158293291,15.385969346743492
A,A_B001,2026-01-15T21:21:35.783967,81.29496402877697,CoolDown,38.46616984246371,0.9069562378185565,6.038042076666883,147.39265556879135,19.015732678599125,15.848840464612584
A,A_B001,2026-01-15T21:29:45.127188,82.01438848920863,CoolDown,38.944761530863964,0.8844293546581699,6.060512573046231,150.18959468526566,19.456262608850746,14.304727834847416
A,A_B001,2026-01-15T21:37:54.470409,82.73381294964028,CoolDown,38.76843163388375,0.8681940516570072,6.104833377064253,146.55834653886419,19.223138252005036,15.326844937723452
A,A_B001,2026-01-15T21:46:03.813630,83.45323741007194,CoolDown,37.961915420978386,0.9168400098242543,6.03785231760717,148.4617778230807,21.226986347312355,15.674762980064685
A,A_B001,2026-01-15T21:54:13.156851,84.17266187050359,CoolDown,39.918652777492596,0.897666060501495,6.065197850552286,154.02517123685777,20.65526457007036,15.16815811745531
A,A_B001,2026-01-15T22:02:22.500072,84.89208633093524,CoolDown,39.71938263397046,0.9210091892279415,6.068515925540867,147.6924325219074,20.890298848897057,15.738946662044201
A,A_B001,2026-01-15T22:10:31.843293,85.6115107913669,CoolDown,39.869149013794065,0.8817826215516847,6.0114785977853105,153.34276844826056,20.505322295695134,14.772879741494716
A,A_B001,2026-01-15T22:18:41.186514,86.33093525179856,CoolDown,38.631592810944504,0.9001581544396698,6.032127468751147,145.48117258136952,19.209772849868042,15.914859467970622
A,A_B001,2026-01-15T22:26:50.529734,87.05035971223022,CoolDown,40.60775257009036,0.9128627824672465,5.931902139607825,152.11921671166112,19.63291377912786,16.436697080803356
A,A_B001,2026-01-15T22:34:59.872955,87.76978417266187,CoolDown,38.49351574277362,0.9173023600965646,5.994205152765804,155.76627448263162,20.342617626524,14.829601900217366
A,A_B001,2026-01-15T22:43:09.216176,88.48920863309353,CoolDown,40.216535112134615,0.913830579556184,6.013686179775144,140.11342199949084,19.14454974377112,14.771545848570776
A,A_B001,2026-01-15T22:51:18.559397,89.20863309352518,CoolDown,41.633618000640446,0.9340704683707759,5.980640561489415,146.8124189781181,20.49912649242371,15.90379635459427
A,A_B001,2026-01-15T22:59:27.902618,89.92805755395683,CoolDown,39.224819136277006,0.9130133476582049,6.064293761080366,152.30828850872217,19.831791536517585,15.973607353127703
A,A_B001,2026-01-15T23:07:37.245839,90.64748201438849,CoolDown,39.701688869591024,0.9313368889729609,5.970053208597471,149.18781845582802,19.737638886493386,14.707252993329538
A,A_B001,2026-01-15T23:15:46.589060,91.36690647482014,CoolDown,40.373151951907246,0.93985785457778,5.997734667391496,151.48458349348525,20.497681297653326,14.764815742903375
A,A_B001,2026-01-15T23:23:55.932281,92.0863309352518,CoolDown,40.03036091093613,0.9504773947799928,6.013136044101068,147.58405925313673,20.310990741899815,14.844536383914123
A,A_B001,2026-01-15T23:32:05.275502,92.80575539568345,CoolDown,39.33314525768913,0.9582593639881802,6.0509894416154415,150.3463591498916,19.747328088790958,14.204220881314884
A,A_B001,2026-01-15T23:40:14.618723,93.5251798561151,Transfer,40.76973255212531,0.9356469185409508,5.963436593667404,149.3772910584317,20.81153386719424,14.457488951192007
A,A_B001,2026-01-15T23:48:23.961944,94.24460431654676,Transfer,40.00679050211626,0.9345332524268687,6.040360537781171,154.67112824663923,19.2432577098911,14.40440394126609
A,A_B001,2026-01-15T23:56:33.305165,94.96402877697841,Transfer,41.37769937507808,0.9818252655896185,6.004889709594137,151.01768337320485,20.431156301611704,14.544764651333171
A,A_B001,2026-01-16T00:04:42.648386,95.68345323741006,Transfer,40.40583274678888,0.9728362549631022,5.974394033771542,151.3504106483008,20.415171805277467,14.983471898561165
A,A_B001,2026-01-16T00:12:51.991607,96.40287769784172,Transfer,42.52415078198427,0.9618813557092266,6.017077295778256,148.35249213551012,19.783318110351818,15.143884288772622
A,A_B001,2026-01-16T00:21:01.334828,97.12230215827337,Transfer,40.80065885758816,1.001687979844077,6.008660995652754,148.04957510371003,20.22829352629154,15.932917952690818
A,A_B001,2026-01-16T00:29:10.678049,97.84172661870502,Transfer,41.31285112545466,0.9855119514522696,5.984242238084382,148.2697672487215,19.124220768142962,14.403020948922459
A,A_B001,2026-01-16T00:37:20.021270,98.56115107913669,CIP,42.364696016652644,1.0068555644282342,6.00397358213147,151.5778085695132,20.64681909213648,15.592166204132
A,A_B001,2026-01-16T00:45:29.364491,99.28057553956835,CIP,40.872685549275964,0.9955902916411246,5.990010829804312,148.31606207671894,19.87056862144272,14.872817996744887
A,A_B001,2026-01-16T00:53:38.707712,100.0,CIP,42.18292838277013,1.03091121887323,6.004716851821172,151.15909942758566,19.634093961786572,14.971250706937655
A,A_B002,2026-01-15T08:30:00,0.0,Charge,23.3278207669729,1.0046143113317658,5.619905445595961,157.78617135005905,19.683303092017596,14.29533259055266
A,A_B002,2026-01-15T08:38:40.595877,0.7194244604316546,Charge,20.926579362553802,0.9986886731658804,5.617478113131179,148.9580057522451,19.44048591988457,14.683354510028705
A,A_B002,2026-01-15T08:47:21.191754,1.4388489208633093,Charge,22.39508938485413,1.0118463713708483,5.604212029811275,156.90733536887504,20.912119627549725,15.462891820240866
A,A_B002,2026-01-15T08:56:01.787631,2.158273381294964,Charge,22.077375991155527,1.0191866579147089,5.701414019942094,150.38573487517397,19.317243135087196,13.862460096311512
A,A_B002,2026-01-15T09:04:42.383507,2.8776978417266186,Charge,22.170275454829365,1.028317726312557,5.6149761230031725,147.27645087184368,19.07554525710483,15.102232300961067
A,A_B002,2026-01-15T09:13:22.979384,3.597122302158273,Charge,23.254741063641596,1.01074143861976,5.663399342940075,146.03723044544918,20.482814047656408,15.619850854214517
A,A_B002,2026-01-15T09:22:03.575261,4.316546762589928,Charge,22.476742118853082,1.0421745746307272,5.602979926676467,152.51765433954716,20.819060821338773,14.88313106230495
A,A_B002,2026-01-15T09:30:44.171138,5.0359712230215825,Charge,22.747084365970576,1.0209959902644394,5.650320621827377,146.34016372886921,19.69508919586875,14.778834296349563
A,A_B002,2026-01-15T09:39:24.767015,5.755395683453237,Charge,23.18315438004844,1.066921922796325,5.657183611276707,150.3251073710681,19.708969470086622,15.241240632863748
A,A_B002,2026-01-15T09:48:05.362892,6.474820143884892,Charge,23.19852759966683,1.0359090252452277,5.6460665950750855,156.33386010153637,20.21590932149289,14.884971225027437
A,A_B002,2026-01-15T09:56:45.958769,7.194244604316546,Charge,22.744768492724738,1.0568642839782956,5.633971307881209,148.77287842851453,19.527517184496244,15.834616596807287
A,A_B002,2026-01-15T10:05:26.554646,7.913669064748201,Charge,24.514591096981746,1.0723163263300588,5.647868235752408,155.25603789857558,19.4818660997172,14.333572145149823
A,A_B002,2026-01-15T10:14:07.150522,8.633093525179856,Charge,24.92001469764208,1.0581608792459316,5.648714566637966,145.14182604109436,20.652231854564857,14.969567948720751
A,A_B002,2026-01-15T10:22:47.746399,9.35251798561151,Charge,24.569851496935943,1.0716364190382177,5.738320282988559,147.8643635947328,20.470634869487014,15.124140701879243
A,A_B002,2026-01-15T10:31:28.342276,10.071942446043165,HeatUp,24.219431067846166,1.092500069138907,5.671450145739869,144.53286208604993,20.974566577324445,14.773881670708894
A,A_B002,2026-01-15T10:40:08.938153,10.79136690647482,HeatUp,24.195831111012637,1.0837383254328354,5.694187059994009,152.06743689001354,19.19339637171932,13.278473993264955
A,A_B002,2026-01-15T10:48:49.534030,11.510791366906474,HeatUp,24.45185636952896,1.0847516978167426,5.738664528569319,156.50792352302057,19.73467889206181,14.905071052352449
A,A_B002,2026-01-15T10:57:30.129907,12.230215827338128,HeatUp,27.172805881338448,1.0581305678875996,5.666183064472996,155.29698883139636,20.302608566696772,15.542191980734652
A,A_B002,2026-01-15T11:06:10.725784,12.949640287769784,HeatUp,26.32885616876047,1.073210039237423,5.701356942895555,161.50786229341566,19.480906959512147,15.469549496946394
A,A_B002,2026-01-15T11:14:51.321661,13.66906474820144,HeatUp,25.219985292192277,1.1065550221307736,5.700417328820574,155.19948714524276,20.605297692244307,15.216306090255738
A,A_B002,2026-01-15T11:23:31.917537,14.388489208633093,HeatUp,26.361546123697792,1.1028502181465203,5.714696249753882,160.68557341555726,21.045427770865448,14.345670182598193
A,A_B002,2026-01-15T11:32:12.513414,15.107913669064747,HeatUp,26.304248034625495,1.1083800495584366,5.721225961469504,159.25212430141758,19.817328362175147,15.242759634454972
A,A_B002,2026-01-15T11:40:53.109291,15.827338129496402,HeatUp,27.45523446149532,1.110146795802939,5.714486753059791,164.37466332947,20.296254925379607,14.66298817793781
A,A_B002,2026-01-15T11:49:33.705168,16.546762589928058,HeatUp,27.849083593915942,1.1228144237138575,5.752680478469836,166.49538040219306,21.338485546877934,15.220970791940559
A,A_B002,2026-01-15T11:58:14.301045,17.26618705035971,HeatUp,28.742233546912807,1.1021879315323029,5.725834800417558,168.34740481296268,21.636798142220474,15.084041540896802
